rider_id,rider_name,sign_up_date
932,Rider_932,2022-04-19
933,Rider_933,2022-11-23
934,Rider_934,2022-09-05
935,Rider_935,2023-04-23
936,Rider_936,2022-05-06
937,Rider_937,2022-10-01
938,Rider_938,2023-04-06
939,Rider_939,2022-09-11
940,Rider_940,2022-05-25
941,Rider_941,2022-04-10
942,Rider_942,2022-02-21
943,Rider_943,2022-10-25
944,Rider_944,2023-01-29
945,Rider_945,2023-09-23
946,Rider_946,2023-03-05
947,Rider_947,2022-09-12
948,Rider_948,2022-06-13
949,Rider_949,2022-12-02
950,Rider_950,2023-08-15
951,Rider_951,2022-11-17
952,Rider_952,2022-07-14
953,Rider_953,2022-06-13
954,Rider_954,2023-05-26
955,Rider_955,2023-06-12
956,Rider_956,2023-04-24
957,Rider_957,2023-05-26
958,Rider_958,2022-11-12
959,Rider_959,2023-05-25
960,Rider_960,2022-01-24
961,Rider_961,2022-04-03
962,Rider_962,2023-02-07
963,Rider_963,2023-06-02
964,Rider_964,2023-04-14
965,Rider_965,2022-09-04
966,Rider_966,2022-08-09
967,Rider_967,2023-08-21
968,Rider_968,2022-12-28
969,Rider_969,2022-02-19
970,Rider_970,2022-02-21
971,Rider_971,2022-10-16
972,Rider_972,2023-05-22
973,Rider_973,2023-09-04
974,Rider_974,2023-11-01
975,Rider_975,2023-11-20
976,Rider_976,2023-04-27
977,Rider_977,2022-10-20
978,Rider_978,2023-07-04
979,Rider_979,2022-01-09
980,Rider_980,2022-04-21
981,Rider_981,2023-03-18
982,Rider_982,2022-05-18
983,Rider_983,2022-09-28
984,Rider_984,2023-01-10
985,Rider_985,2023-02-17
986,Rider_986,2023-01-10
987,Rider_987,2022-02-16
988,Rider_988,2023-02-15
989,Rider_989,2022-02-22
990,Rider_990,2023-08-07
991,Rider_991,2023-07-30
992,Rider_992,2022-07-19
993,Rider_993,2023-01-07
994,Rider_994,2023-07-21
995,Rider_995,2022-10-23
996,Rider_996,2022-03-17
997,Rider_997,2023-01-31
998,Rider_998,2023-06-01
999,Rider_999,2023-04-07
1000,Rider_1000,2023-07-18
