order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
1263,62,36,Item_24,2023-05-26,15:03:00,Delivered,278.92
1264,210,165,Item_3,2022-09-01,20:12:00,Cancelled,778.37
1265,337,35,Item_18,2022-11-22,20:59:00,Delivered,592.74
1266,425,166,Item_19,2022-01-25,13:54:00,Pending,431.58
1267,249,53,Item_35,2022-02-25,21:20:00,Delivered,831.23
1268,713,185,Item_15,2023-09-15,16:30:00,Pending,423.39
1269,453,162,Item_1,2022-03-08,18:23:00,Delivered,960.61
1270,54,163,Item_10,2022-07-29,12:08:00,Delivered,297.62
1271,563,53,Item_16,2023-06-04,11:20:00,Cancelled,766.24
1272,319,43,Item_47,2022-07-22,14:10:00,Cancelled,299.97
1273,255,78,Item_19,2023-08-14,17:39:00,Pending,321.19
1274,884,124,Item_6,2023-01-04,16:47:00,Cancelled,292.6
1275,452,109,Item_33,2023-09-17,17:23:00,Delivered,846.66
1276,813,124,Item_2,2023-01-26,17:17:00,Delivered,795.03
1277,944,77,Item_39,2023-07-05,12:36:00,Pending,767.65
1278,264,98,Item_30,2022-11-10,17:44:00,Cancelled,468.87
1279,621,124,Item_5,2022-12-08,12:19:00,Pending,548.87
1280,159,49,Item_1,2022-01-14,18:32:00,Pending,766.54
1281,504,104,Item_27,2023-02-09,16:22:00,Cancelled,566.12
1282,657,151,Item_5,2023-02-23,10:39:00,Delivered,477.1
1283,580,42,Item_13,2023-03-23,14:21:00,Pending,446.29
1284,727,126,Item_41,2023-12-07,16:17:00,Pending,199.05
1285,395,109,Item_48,2022-09-10,14:08:00,Cancelled,179.33
1286,833,93,Item_41,2023-12-25,21:32:00,Delivered,742.85
1287,661,38,Item_17,2023-09-12,17:46:00,Pending,275.26
1288,254,155,Item_38,2023-11-10,12:45:00,Delivered,249.22
1289,95,165,Item_46,2023-01-29,16:47:00,Pending,648.24
1290,923,21,Item_34,2022-07-13,17:13:00,Delivered,855.29
1291,259,178,Item_20,2023-05-28,19:05:00,Pending,903.65
1292,601,79,Item_47,2023-02-26,11:31:00,Delivered,690.75
1293,796,89,Item_10,2022-10-03,13:34:00,Pending,488.27
1294,316,2,Item_11,2023-05-19,10:01:00,Delivered,209.37
1295,714,107,Item_34,2023-03-03,21:10:00,Cancelled,773.09
1296,175,46,Item_24,2022-07-10,22:00:00,Delivered,318.32
1297,187,129,Item_8,2023-04-07,19:40:00,Delivered,307.79
1298,61,192,Item_12,2022-07-16,14:25:00,Cancelled,524.62
1299,935,160,Item_7,2023-10-14,12:50:00,Delivered,399.16
1300,387,32,Item_18,2022-03-07,15:50:00,Delivered,647.8
1301,490,125,Item_44,2022-04-14,10:09:00,Delivered,376.17
1302,979,2,Item_43,2023-08-20,10:42:00,Delivered,329.41
1303,811,2,Item_25,2023-09-10,18:52:00,Cancelled,942.31
1304,485,194,Item_22,2023-09-11,17:19:00,Cancelled,465.17
1305,912,88,Item_21,2022-09-03,16:09:00,Pending,488.7
1306,626,15,Item_23,2022-12-05,11:42:00,Delivered,538.38
1307,716,103,Item_47,2022-05-23,10:26:00,Pending,254.46
1308,544,72,Item_45,2022-09-12,16:17:00,Cancelled,675.6
1309,675,122,Item_33,2023-02-28,21:16:00,Delivered,152.66
1310,654,83,Item_2,2023-10-11,16:08:00,Delivered,974.16
1311,754,84,Item_44,2023-03-31,13:59:00,Pending,561.86
1312,757,157,Item_6,2022-12-23,17:18:00,Cancelled,988.84
1313,878,180,Item_7,2023-01-30,15:00:00,Pending,315.82
1314,147,134,Item_37,2023-06-01,10:32:00,Delivered,573.24
1315,90,78,Item_44,2023-07-16,17:58:00,Delivered,911.95
1316,978,30,Item_31,2023-11-10,19:13:00,Delivered,356.85
1317,175,193,Item_43,2023-12-18,11:31:00,Delivered,519.66
1318,733,8,Item_11,2022-12-01,16:32:00,Cancelled,337.32
1319,264,171,Item_31,2023-11-18,12:06:00,Pending,265.39
1320,548,163,Item_47,2023-05-19,11:32:00,Pending,432.88
1321,230,148,Item_50,2023-09-08,11:06:00,Pending,441.74
1322,933,184,Item_48,2023-01-26,21:09:00,Pending,817.32
1323,990,112,Item_15,2022-08-17,14:25:00,Delivered,397.33
1324,115,23,Item_22,2023-08-30,13:12:00,Pending,950.71
1325,587,95,Item_9,2022-11-17,16:29:00,Pending,776.38
1326,319,16,Item_38,2023-07-03,13:14:00,Cancelled,982.87
1327,328,198,Item_24,2023-11-27,12:09:00,Pending,714.18
1328,605,57,Item_7,2023-02-09,10:09:00,Pending,874.51
1329,324,38,Item_19,2022-08-13,18:31:00,Pending,537.42
1330,616,73,Item_10,2023-11-13,21:59:00,Delivered,659.05
1331,317,129,Item_45,2022-05-07,14:40:00,Pending,637.88
1332,647,56,Item_32,2022-10-26,16:25:00,Delivered,983.97
1333,342,40,Item_46,2022-08-04,13:50:00,Pending,775.37
1334,946,199,Item_12,2023-05-15,16:41:00,Cancelled,986.73
1335,676,41,Item_2,2023-07-16,16:41:00,Cancelled,509.07
1336,485,90,Item_49,2023-02-05,16:40:00,Delivered,598.67
1337,290,73,Item_45,2022-07-19,21:57:00,Pending,484.71
1338,135,83,Item_49,2023-08-18,10:55:00,Pending,408.46
1339,671,42,Item_37,2022-05-21,17:32:00,Pending,560.08
1340,919,38,Item_14,2022-08-12,13:20:00,Pending,703.55
1341,371,186,Item_37,2022-04-15,21:34:00,Delivered,470.07
1342,438,174,Item_11,2022-02-27,11:38:00,Cancelled,978.03
1343,184,14,Item_8,2023-06-12,21:05:00,Cancelled,654.38
1344,994,39,Item_41,2023-02-18,14:10:00,Delivered,250.98
1345,407,126,Item_20,2023-12-06,20:10:00,Delivered,704.88
1346,385,199,Item_45,2023-11-18,21:14:00,Delivered,811.07
1347,886,167,Item_25,2022-10-09,20:47:00,Pending,528.35
1348,12,31,Item_8,2022-03-26,12:04:00,Cancelled,695.2
1349,931,131,Item_15,2022-01-24,20:00:00,Pending,989.25
1350,492,71,Item_45,2022-04-07,20:07:00,Delivered,476.37
1351,661,180,Item_28,2022-11-02,19:45:00,Delivered,234.53
1352,66,183,Item_35,2022-07-09,16:55:00,Pending,166.78
1353,570,138,Item_34,2023-05-16,11:05:00,Pending,861.57
1354,552,183,Item_42,2022-05-08,13:32:00,Pending,912.96
1355,186,154,Item_45,2022-07-04,10:05:00,Pending,530.15
1356,322,32,Item_3,2022-05-12,19:48:00,Delivered,704.74
1357,90,144,Item_17,2022-02-05,11:26:00,Delivered,580.23
1358,373,140,Item_11,2023-03-10,21:13:00,Delivered,361.09
1359,48,133,Item_19,2023-11-06,19:06:00,Cancelled,268.88
1360,503,178,Item_21,2023-06-20,16:00:00,Pending,607.48
1361,215,177,Item_7,2023-11-10,10:45:00,Delivered,181.22
1362,146,77,Item_14,2022-05-18,20:16:00,Pending,333.63
1363,368,72,Item_9,2023-09-30,17:12:00,Delivered,617.37
1364,267,98,Item_42,2022-06-17,16:49:00,Cancelled,220.77
1365,261,174,Item_28,2023-12-13,12:26:00,Pending,323.2
1366,645,188,Item_18,2023-10-11,21:53:00,Pending,313.73
1367,382,145,Item_43,2023-10-26,18:43:00,Pending,289.44
1368,842,40,Item_21,2023-03-21,16:28:00,Delivered,969.42
1369,254,20,Item_18,2022-05-08,19:04:00,Delivered,731.38
1370,417,17,Item_22,2023-10-18,11:31:00,Cancelled,922.86
1371,797,70,Item_10,2022-08-20,14:40:00,Delivered,233.25
1372,993,57,Item_25,2022-04-18,12:06:00,Delivered,597.5
1373,897,79,Item_38,2023-05-17,11:37:00,Pending,446.57
1374,586,73,Item_36,2022-10-05,20:22:00,Delivered,912.08
1375,175,82,Item_49,2023-02-03,13:05:00,Cancelled,835.17
1376,695,137,Item_36,2023-09-01,16:52:00,Cancelled,653.46
1377,266,3,Item_44,2023-06-10,12:39:00,Pending,257.41
1378,388,146,Item_48,2022-10-01,10:54:00,Pending,693.31
1379,380,182,Item_50,2022-09-13,21:34:00,Pending,505.51
1380,469,47,Item_29,2022-12-29,17:59:00,Pending,393.8
1381,976,110,Item_34,2022-08-23,15:12:00,Pending,879.23
1382,971,79,Item_27,2022-11-17,11:32:00,Pending,217.55
1383,748,62,Item_6,2022-06-19,19:49:00,Delivered,221.9
1384,293,142,Item_32,2022-01-11,17:14:00,Pending,582.38
1385,749,35,Item_31,2023-05-25,18:47:00,Pending,998.26
1386,910,137,Item_45,2022-05-08,16:55:00,Delivered,673.84
1387,933,191,Item_1,2023-03-12,21:59:00,Pending,787.22
1388,251,190,Item_43,2023-06-25,21:40:00,Pending,186.0
1389,460,44,Item_44,2023-06-21,13:50:00,Delivered,213.85
1390,860,35,Item_33,2022-12-28,10:52:00,Cancelled,571.18
1391,175,96,Item_8,2022-12-13,21:35:00,Delivered,856.97
1392,872,197,Item_8,2022-10-25,15:06:00,Cancelled,399.51
1393,219,1,Item_48,2023-10-09,19:42:00,Cancelled,334.84
1394,313,165,Item_33,2022-02-06,17:54:00,Pending,871.1
1395,59,92,Item_1,2023-09-23,17:51:00,Cancelled,403.6
1396,110,2,Item_23,2022-07-10,16:51:00,Cancelled,157.53
1397,442,126,Item_13,2022-03-28,19:01:00,Pending,913.73
1398,421,32,Item_32,2022-01-08,12:39:00,Pending,362.61
1399,482,102,Item_24,2022-11-03,16:13:00,Cancelled,908.36
1400,550,69,Item_7,2023-03-26,21:12:00,Cancelled,287.56
1401,363,192,Item_28,2022-01-06,16:07:00,Pending,318.69
1402,195,73,Item_3,2022-05-17,16:44:00,Cancelled,782.34
1403,923,9,Item_11,2023-11-14,13:23:00,Cancelled,965.74
1404,273,31,Item_27,2023-05-16,19:23:00,Cancelled,829.85
1405,732,33,Item_21,2023-02-14,18:33:00,Pending,935.03
1406,864,100,Item_9,2022-04-23,11:50:00,Delivered,257.21
1407,353,129,Item_1,2023-12-02,14:02:00,Delivered,726.56
1408,351,110,Item_39,2022-01-09,17:24:00,Cancelled,396.05
1409,498,22,Item_49,2023-03-16,14:13:00,Pending,279.62
1410,524,48,Item_16,2022-10-15,11:57:00,Cancelled,995.12
1411,254,171,Item_28,2022-07-23,18:05:00,Pending,815.31
1412,106,180,Item_47,2023-05-30,20:25:00,Delivered,310.37
1413,876,152,Item_41,2023-10-12,12:32:00,Delivered,252.39
1414,411,10,Item_18,2022-07-16,12:29:00,Cancelled,165.01
1415,205,24,Item_4,2023-01-25,16:57:00,Pending,410.48
1416,649,60,Item_15,2022-12-11,17:16:00,Cancelled,202.15
1417,438,165,Item_4,2022-11-08,11:52:00,Cancelled,459.04
1418,966,90,Item_46,2023-03-05,14:12:00,Cancelled,910.84
1419,187,11,Item_1,2022-02-23,21:16:00,Pending,423.39
1420,293,121,Item_18,2023-09-14,11:43:00,Cancelled,307.11
1421,972,126,Item_24,2022-12-09,15:11:00,Delivered,232.35
1422,14,175,Item_36,2022-05-14,15:39:00,Cancelled,780.1
1423,371,191,Item_50,2023-08-27,19:01:00,Pending,465.85
1424,666,71,Item_14,2023-08-22,16:33:00,Delivered,904.11
1425,134,162,Item_48,2023-09-09,12:03:00,Delivered,648.58
1426,935,168,Item_13,2022-07-17,17:36:00,Delivered,213.65
1427,560,159,Item_22,2022-11-05,18:05:00,Delivered,603.52
1428,158,12,Item_9,2022-07-16,17:08:00,Pending,754.86
1429,913,195,Item_36,2022-12-22,16:14:00,Cancelled,685.38
1430,121,112,Item_5,2023-05-10,17:09:00,Pending,941.63
1431,516,6,Item_11,2023-09-06,14:40:00,Pending,972.36
1432,297,12,Item_37,2022-03-04,21:50:00,Delivered,779.61
1433,408,127,Item_44,2023-06-30,18:45:00,Delivered,290.69
1434,769,131,Item_25,2023-07-30,16:39:00,Cancelled,666.14
1435,212,48,Item_1,2022-06-13,19:45:00,Delivered,653.3
1436,10,132,Item_30,2023-05-31,18:57:00,Cancelled,407.9
1437,226,76,Item_46,2022-10-02,19:25:00,Delivered,295.44
1438,47,137,Item_16,2022-10-26,10:40:00,Pending,275.92
1439,905,72,Item_9,2022-10-04,10:52:00,Pending,983.02
1440,844,54,Item_35,2022-04-29,10:01:00,Pending,445.34
1441,620,95,Item_21,2022-03-27,19:22:00,Cancelled,763.77
1442,419,157,Item_19,2022-11-29,10:58:00,Pending,843.53
1443,844,92,Item_15,2022-10-14,13:00:00,Cancelled,975.86
1444,551,169,Item_50,2023-08-21,11:48:00,Pending,783.9
1445,392,168,Item_17,2023-10-04,20:49:00,Pending,618.25
1446,837,114,Item_15,2022-11-29,14:35:00,Delivered,644.41
1447,828,193,Item_26,2022-06-09,17:36:00,Delivered,770.34
1448,445,95,Item_10,2023-05-06,11:35:00,Cancelled,304.29
1449,190,46,Item_13,2023-08-07,18:22:00,Pending,303.35
1450,289,6,Item_20,2022-06-16,13:01:00,Cancelled,734.26
1451,193,18,Item_10,2022-03-15,17:16:00,Delivered,536.77
1452,661,104,Item_7,2023-06-24,12:20:00,Pending,787.88
1453,13,155,Item_7,2023-01-22,16:33:00,Delivered,243.53
1454,14,196,Item_42,2022-02-14,12:15:00,Delivered,804.6
1455,275,37,Item_41,2023-09-07,10:13:00,Delivered,963.98
1456,109,139,Item_48,2022-12-13,11:27:00,Delivered,268.35
1457,778,145,Item_29,2022-06-17,15:14:00,Cancelled,557.07
1458,250,15,Item_35,2023-12-10,14:33:00,Pending,612.07
1459,22,12,Item_7,2023-07-12,15:03:00,Delivered,584.81
1460,857,107,Item_10,2022-01-02,13:49:00,Delivered,342.67
1461,395,38,Item_23,2023-11-03,14:53:00,Delivered,933.44
1462,701,99,Item_44,2022-04-26,18:23:00,Delivered,992.15
1463,230,27,Item_19,2023-01-01,11:18:00,Pending,433.67
1464,370,22,Item_3,2023-09-12,12:34:00,Delivered,514.33
1465,343,154,Item_12,2023-11-27,17:15:00,Delivered,909.15
1466,704,78,Item_40,2022-10-21,15:56:00,Delivered,380.43
1467,512,170,Item_24,2022-09-29,11:18:00,Delivered,882.46
1468,153,200,Item_42,2022-05-31,15:27:00,Delivered,482.01
1469,739,123,Item_5,2022-04-26,19:51:00,Cancelled,965.65
1470,286,38,Item_6,2022-11-27,12:10:00,Delivered,802.41
1471,362,82,Item_32,2023-03-11,18:12:00,Pending,976.92
1472,617,163,Item_22,2022-05-22,21:09:00,Delivered,475.71
1473,563,128,Item_35,2023-07-01,18:24:00,Pending,605.78
1474,236,99,Item_6,2023-08-18,17:11:00,Pending,641.19
1475,711,192,Item_15,2023-12-21,11:29:00,Delivered,457.45
1476,209,5,Item_24,2023-07-26,18:05:00,Delivered,932.77
1477,62,90,Item_24,2022-05-23,15:01:00,Cancelled,272.52
1478,874,142,Item_27,2022-09-06,13:35:00,Delivered,197.49
1479,142,31,Item_45,2023-12-22,12:26:00,Cancelled,773.12
1480,713,109,Item_24,2022-02-25,21:58:00,Delivered,713.34
1481,76,123,Item_39,2022-06-11,10:30:00,Delivered,460.46
1482,81,63,Item_5,2022-01-13,19:42:00,Cancelled,277.26
1483,187,121,Item_48,2022-05-24,19:00:00,Pending,956.45
1484,482,106,Item_47,2022-12-12,17:34:00,Pending,740.96
1485,294,29,Item_10,2022-03-03,20:57:00,Delivered,663.55
1486,178,129,Item_11,2022-01-12,16:45:00,Cancelled,727.92
1487,897,117,Item_36,2023-12-30,14:24:00,Pending,576.59
1488,727,59,Item_28,2022-06-10,14:38:00,Delivered,593.28
1489,974,33,Item_48,2022-08-05,16:50:00,Pending,197.6
1490,402,48,Item_48,2023-07-27,20:19:00,Delivered,844.08
1491,480,123,Item_21,2023-10-31,20:57:00,Cancelled,853.17
1492,169,14,Item_24,2023-10-25,17:14:00,Delivered,379.43
1493,107,20,Item_24,2023-09-10,15:43:00,Delivered,353.6
1494,167,139,Item_7,2022-03-08,13:36:00,Pending,159.33
1495,932,80,Item_13,2023-07-19,13:26:00,Pending,939.82
1496,247,69,Item_6,2023-08-07,19:38:00,Delivered,629.18
1497,810,124,Item_3,2022-02-19,15:22:00,Delivered,951.98
1498,9,92,Item_49,2022-10-17,16:47:00,Pending,315.65
1499,770,101,Item_47,2022-12-31,12:12:00,Pending,723.48
1500,340,105,Item_48,2023-05-31,11:43:00,Pending,836.37
1501,154,7,Item_38,2023-01-27,18:08:00,Pending,888.49
1502,39,75,Item_11,2022-06-05,21:38:00,Cancelled,216.94
1503,641,24,Item_46,2022-08-26,13:40:00,Pending,706.09
1504,788,184,Item_11,2023-05-29,18:48:00,Pending,667.43
1505,536,197,Item_22,2023-04-04,12:14:00,Cancelled,397.22
1506,639,111,Item_3,2023-12-31,21:39:00,Cancelled,353.24
1507,626,156,Item_5,2022-06-06,19:40:00,Pending,995.24
1508,100,4,Item_10,2022-11-13,19:20:00,Delivered,574.08
1509,466,81,Item_11,2022-10-30,12:45:00,Delivered,388.1
1510,373,91,Item_6,2022-03-14,13:03:00,Pending,806.15
1511,265,122,Item_17,2023-03-29,21:05:00,Delivered,948.86
1512,996,146,Item_32,2022-02-10,16:12:00,Cancelled,490.8
1513,878,159,Item_44,2022-05-13,17:31:00,Cancelled,585.61
1514,640,81,Item_24,2022-03-27,21:38:00,Cancelled,580.05
1515,270,175,Item_3,2023-09-28,20:59:00,Delivered,779.89
1516,251,180,Item_36,2022-01-09,12:38:00,Delivered,397.06
1517,163,146,Item_26,2022-03-16,13:48:00,Cancelled,893.04
1518,686,24,Item_23,2023-04-23,17:59:00,Pending,604.85
1519,838,120,Item_7,2022-03-29,13:04:00,Pending,242.1
1520,983,102,Item_50,2023-03-20,13:24:00,Cancelled,429.41
1521,325,88,Item_39,2023-05-13,13:37:00,Pending,780.09
1522,118,72,Item_30,2022-02-09,19:18:00,Delivered,956.25
1523,150,164,Item_14,2022-11-24,19:41:00,Delivered,989.64
1524,793,98,Item_4,2023-01-06,17:20:00,Cancelled,331.41
1525,217,6,Item_49,2023-12-02,17:13:00,Cancelled,364.26
1526,181,22,Item_10,2022-03-12,14:40:00,Cancelled,219.45
1527,895,183,Item_29,2023-03-06,18:57:00,Delivered,719.2
1528,266,48,Item_4,2022-04-05,17:18:00,Cancelled,968.86
1529,305,43,Item_13,2022-12-24,17:09:00,Cancelled,554.17
1530,706,42,Item_45,2023-03-24,16:03:00,Pending,634.77
1531,843,3,Item_36,2023-09-04,13:23:00,Delivered,764.32
1532,593,158,Item_10,2022-11-28,21:20:00,Pending,781.41
1533,755,188,Item_21,2022-01-15,12:34:00,Cancelled,943.75
1534,512,82,Item_8,2023-11-22,16:56:00,Cancelled,592.59
1535,4,116,Item_9,2023-10-12,17:40:00,Pending,974.04
1536,100,10,Item_14,2022-07-12,17:10:00,Pending,614.17
1537,171,154,Item_25,2022-08-10,15:56:00,Delivered,959.52
1538,996,174,Item_37,2022-01-15,16:19:00,Cancelled,163.76
1539,919,79,Item_33,2022-05-08,21:56:00,Cancelled,701.57
1540,467,106,Item_27,2022-12-27,16:00:00,Pending,511.97
1541,998,196,Item_22,2022-04-27,13:00:00,Cancelled,514.13
1542,182,142,Item_39,2022-06-16,19:15:00,Cancelled,474.33
1543,866,169,Item_45,2023-11-28,17:27:00,Pending,390.76
1544,636,26,Item_6,2022-04-17,11:31:00,Pending,163.96
1545,955,106,Item_7,2023-05-24,20:38:00,Pending,234.75
1546,455,129,Item_38,2022-02-03,21:23:00,Cancelled,873.95
1547,217,58,Item_50,2023-04-11,19:24:00,Cancelled,247.33
1548,877,121,Item_8,2022-12-26,17:55:00,Cancelled,921.79
1549,661,181,Item_48,2023-02-10,10:07:00,Cancelled,814.87
1550,520,73,Item_18,2023-11-06,14:30:00,Cancelled,862.71
1551,815,107,Item_44,2022-09-05,10:04:00,Cancelled,177.77
1552,27,40,Item_24,2023-06-16,20:14:00,Cancelled,434.83
1553,983,147,Item_28,2022-09-05,19:29:00,Cancelled,313.76
1554,660,101,Item_4,2023-08-15,17:19:00,Delivered,948.48
1555,400,187,Item_12,2023-02-17,15:25:00,Pending,284.68
1556,237,26,Item_46,2022-05-10,18:36:00,Delivered,686.72
1557,804,101,Item_49,2023-10-05,14:26:00,Pending,285.2
1558,331,53,Item_6,2022-04-06,10:26:00,Cancelled,159.81
1559,789,152,Item_10,2022-01-29,20:32:00,Pending,612.12
1560,996,21,Item_37,2023-01-27,10:25:00,Pending,774.04
1561,465,163,Item_41,2023-01-02,13:11:00,Delivered,704.64
1562,228,77,Item_13,2023-07-03,14:11:00,Pending,813.02
1563,805,97,Item_50,2022-09-24,21:15:00,Delivered,383.72
1564,958,37,Item_41,2022-01-24,20:53:00,Pending,886.9
1565,114,118,Item_39,2022-05-06,11:49:00,Delivered,390.09
1566,917,47,Item_6,2022-03-21,18:26:00,Cancelled,925.81
1567,213,101,Item_7,2023-05-18,10:22:00,Cancelled,212.54
1568,983,161,Item_5,2022-08-04,21:43:00,Cancelled,468.97
1569,322,163,Item_29,2022-06-14,13:04:00,Cancelled,158.62
1570,183,169,Item_37,2023-10-09,20:21:00,Delivered,249.63
1571,352,89,Item_31,2023-09-21,20:14:00,Pending,154.26
1572,535,190,Item_17,2022-05-05,13:17:00,Pending,175.12
1573,24,133,Item_33,2022-06-06,13:41:00,Cancelled,247.57
1574,223,8,Item_21,2022-05-22,13:45:00,Delivered,768.58
1575,963,33,Item_18,2022-10-08,18:13:00,Delivered,960.24
1576,357,182,Item_36,2023-10-30,15:01:00,Cancelled,783.42
1577,508,112,Item_33,2023-02-14,13:17:00,Cancelled,297.02
1578,704,184,Item_18,2023-02-07,11:45:00,Pending,824.18
1579,602,80,Item_11,2022-07-30,18:19:00,Cancelled,900.43
1580,434,153,Item_48,2022-10-06,15:26:00,Pending,241.43
1581,393,110,Item_13,2023-08-04,16:01:00,Cancelled,913.21
1582,840,17,Item_29,2022-06-21,10:34:00,Pending,365.1
1583,420,76,Item_39,2023-10-23,19:03:00,Cancelled,488.56
1584,118,47,Item_21,2023-03-16,13:10:00,Cancelled,358.52
1585,221,169,Item_24,2023-01-16,12:28:00,Cancelled,253.96
1586,327,177,Item_1,2022-12-03,13:38:00,Cancelled,632.35
1587,330,60,Item_36,2022-03-09,16:34:00,Cancelled,661.53
1588,540,56,Item_7,2023-07-29,14:44:00,Pending,666.72
1589,905,172,Item_5,2023-08-11,21:01:00,Cancelled,729.81
1590,446,82,Item_21,2022-07-22,13:21:00,Delivered,832.32
1591,511,12,Item_18,2023-03-08,12:02:00,Delivered,534.87
1592,616,84,Item_38,2023-01-28,14:02:00,Pending,168.08
1593,19,165,Item_37,2022-01-05,17:52:00,Cancelled,261.4
1594,991,104,Item_3,2023-07-01,19:00:00,Delivered,436.78
1595,17,18,Item_31,2022-04-08,17:05:00,Pending,405.85
1596,325,193,Item_23,2023-02-14,11:21:00,Pending,808.42
1597,506,157,Item_4,2023-02-07,15:05:00,Pending,986.37
1598,506,165,Item_8,2023-01-18,20:32:00,Delivered,174.89
1599,49,3,Item_9,2022-04-18,15:30:00,Pending,765.62
1600,232,44,Item_6,2022-07-15,16:17:00,Pending,991.13
1601,957,177,Item_4,2022-09-23,10:44:00,Delivered,190.8
1602,312,20,Item_17,2022-12-04,21:44:00,Pending,822.88
1603,389,70,Item_45,2022-06-24,12:21:00,Pending,541.59
1604,130,82,Item_10,2023-08-22,17:03:00,Pending,529.76
1605,126,134,Item_34,2022-09-04,19:51:00,Cancelled,712.08
1606,1000,72,Item_21,2023-05-10,13:51:00,Delivered,374.24
1607,304,183,Item_6,2022-12-28,19:31:00,Delivered,710.56
1608,753,53,Item_45,2022-03-21,11:16:00,Cancelled,201.23
1609,14,172,Item_14,2023-04-25,16:34:00,Delivered,564.5
1610,349,54,Item_38,2023-06-25,18:46:00,Cancelled,796.41
1611,320,182,Item_30,2023-11-03,12:37:00,Pending,239.81
1612,134,57,Item_24,2023-01-30,17:43:00,Pending,586.44
1613,799,103,Item_13,2022-03-12,14:44:00,Cancelled,289.57
1614,315,148,Item_42,2022-04-15,12:30:00,Cancelled,894.77
1615,763,29,Item_16,2022-01-17,17:51:00,Delivered,376.74
1616,488,170,Item_34,2023-04-09,16:00:00,Cancelled,250.58
1617,564,22,Item_23,2023-03-18,13:37:00,Delivered,487.39
1618,442,131,Item_22,2022-02-24,17:31:00,Cancelled,464.31
1619,51,167,Item_25,2023-03-09,13:18:00,Cancelled,311.03
1620,181,153,Item_18,2023-06-27,20:22:00,Cancelled,590.83
1621,112,175,Item_4,2023-10-24,14:14:00,Delivered,336.64
1622,55,10,Item_37,2022-09-30,14:04:00,Delivered,602.31
1623,283,58,Item_40,2023-12-18,16:54:00,Cancelled,483.95
1624,226,188,Item_45,2022-10-02,18:27:00,Delivered,295.37
1625,209,89,Item_41,2022-10-22,20:10:00,Cancelled,773.8
1626,97,48,Item_33,2023-12-19,20:37:00,Cancelled,778.23
1627,874,177,Item_16,2022-06-24,15:22:00,Pending,209.04
1628,192,86,Item_30,2022-05-26,10:13:00,Pending,553.41
1629,343,6,Item_12,2022-09-28,11:18:00,Delivered,727.32
1630,874,3,Item_39,2022-12-27,18:05:00,Pending,150.86
1631,895,64,Item_31,2022-04-23,10:46:00,Delivered,632.18
1632,298,59,Item_34,2023-05-31,12:51:00,Delivered,808.97
1633,103,78,Item_48,2022-12-10,17:43:00,Cancelled,774.59
1634,559,66,Item_43,2023-05-14,14:19:00,Cancelled,539.94
1635,848,91,Item_20,2023-12-29,15:41:00,Pending,808.35
1636,878,153,Item_31,2022-04-26,14:36:00,Pending,591.41
1637,656,6,Item_10,2023-02-25,13:45:00,Pending,994.97
1638,366,128,Item_2,2022-09-08,19:51:00,Pending,741.44
1639,442,93,Item_14,2022-04-02,13:18:00,Cancelled,692.92
1640,989,71,Item_41,2023-11-27,19:17:00,Cancelled,989.23
1641,898,135,Item_12,2022-09-29,21:35:00,Cancelled,904.8
1642,401,151,Item_27,2022-10-10,15:16:00,Delivered,184.93
1643,533,180,Item_22,2023-09-20,12:05:00,Cancelled,826.03
1644,581,89,Item_19,2022-04-23,10:08:00,Cancelled,938.15
1645,151,120,Item_44,2022-06-03,18:55:00,Cancelled,680.23
1646,681,42,Item_20,2023-05-14,14:55:00,Delivered,829.82
1647,16,117,Item_3,2022-08-11,14:49:00,Pending,254.92
1648,501,79,Item_1,2023-03-17,16:00:00,Pending,858.99
1649,52,65,Item_9,2022-12-25,14:50:00,Pending,715.53
1650,788,144,Item_10,2022-03-30,14:37:00,Delivered,996.53
1651,202,111,Item_38,2022-03-24,14:57:00,Delivered,177.32
1652,956,91,Item_16,2023-11-26,20:52:00,Cancelled,509.18
1653,991,26,Item_17,2022-11-06,20:11:00,Cancelled,297.31
1654,447,174,Item_21,2023-08-16,12:22:00,Pending,802.51
1655,257,35,Item_27,2023-07-22,13:24:00,Cancelled,409.25
1656,305,146,Item_41,2023-04-18,19:18:00,Delivered,469.57
1657,897,112,Item_7,2022-05-22,18:59:00,Cancelled,740.01
1658,516,176,Item_46,2023-01-02,17:59:00,Cancelled,513.52
1659,431,106,Item_30,2022-01-29,19:32:00,Delivered,963.87
1660,432,23,Item_49,2022-05-24,20:29:00,Cancelled,818.64
1661,595,132,Item_24,2022-05-11,20:35:00,Pending,914.93
1662,899,76,Item_4,2023-02-07,12:08:00,Cancelled,719.57
1663,474,196,Item_34,2023-04-17,10:55:00,Delivered,196.49
1664,850,167,Item_7,2022-12-08,20:08:00,Delivered,848.65
1665,580,124,Item_45,2022-12-06,11:02:00,Delivered,779.4
1666,691,131,Item_48,2022-02-24,21:58:00,Delivered,588.82
1667,576,190,Item_32,2022-05-20,13:48:00,Pending,693.72
1668,159,78,Item_41,2022-11-15,10:06:00,Cancelled,680.11
1669,206,30,Item_5,2022-01-01,12:36:00,Pending,897.91
1670,533,25,Item_16,2022-07-29,11:46:00,Cancelled,170.96
1671,518,114,Item_26,2022-02-26,12:04:00,Cancelled,493.87
1672,189,61,Item_35,2022-09-24,20:27:00,Pending,523.26
1673,674,158,Item_8,2023-03-19,12:29:00,Pending,168.41
